Date,ISO Codes,State/UnionTerritory,Confirmed,Active,Cured,Deaths,Active Ratio,Recovery Ratio,Case Fatalility Ratio
"January 30, 2020",IN-KL,Kerala,1,1,0,0,1,0,0
"January 31, 2020",IN-KL,Kerala,1,1,0,0,1,0,0
"February 01, 2020",IN-KL,Kerala,2,2,0,0,1,0,0
"February 02, 2020",IN-KL,Kerala,3,3,0,0,1,0,0
"February 03, 2020",IN-KL,Kerala,3,3,0,0,1,0,0
"February 04, 2020",IN-KL,Kerala,3,3,0,0,1,0,0
"February 05, 2020",IN-KL,Kerala,3,3,0,0,1,0,0
"February 06, 2020",IN-KL,Kerala,3,3,0,0,1,0,0
"February 07, 2020",IN-KL,Kerala,3,3,0,0,1,0,0
"February 08, 2020",IN-KL,Kerala,3,3,0,0,1,0,0
"February 09, 2020",IN-KL,Kerala,3,3,0,0,1,0,0
"February 10, 2020",IN-KL,Kerala,3,3,0,0,1,0,0
"February 11, 2020",IN-KL,Kerala,3,3,0,0,1,0,0
"February 12, 2020",IN-KL,Kerala,3,3,0,0,1,0,0
"February 13, 2020",IN-KL,Kerala,3,3,0,0,1,0,0
"February 14, 2020",IN-KL,Kerala,3,3,0,0,1,0,0
"February 15, 2020",IN-KL,Kerala,3,3,0,0,1,0,0
"February 16, 2020",IN-KL,Kerala,3,3,0,0,1,0,0
"February 17, 2020",IN-KL,Kerala,3,3,0,0,1,0,0
"February 18, 2020",IN-KL,Kerala,3,3,0,0,1,0,0
"February 19, 2020",IN-KL,Kerala,3,3,0,0,1,0,0
"February 20, 2020",IN-KL,Kerala,3,3,0,0,1,0,0
"February 21, 2020",IN-KL,Kerala,3,3,0,0,1,0,0
"February 22, 2020",IN-KL,Kerala,3,3,0,0,1,0,0
"February 23, 2020",IN-KL,Kerala,3,3,0,0,1,0,0
"February 24, 2020",IN-KL,Kerala,3,3,0,0,1,0,0
"February 25, 2020",IN-KL,Kerala,3,3,0,0,1,0,0
"February 26, 2020",IN-KL,Kerala,3,3,0,0,1,0,0
"February 27, 2020",IN-KL,Kerala,3,3,0,0,1,0,0
"February 28, 2020",IN-KL,Kerala,3,3,0,0,1,0,0
"February 29, 2020",IN-KL,Kerala,3,3,0,0,1,0,0
"March 01, 2020",IN-KL,Kerala,3,3,0,0,1,0,0
"March 02, 2020",IN-KL,Kerala,3,3,0,0,1,0,0
"March 02, 2020",IN-DL,Delhi,1,1,0,0,1,0,0
"March 03, 2020",IN-RJ,Rajasthan,1,1,0,0,1,0,0
"March 02, 2020",IN-TG,Telangana,1,1,0,0,1,0,0
"March 03, 2020",IN-TG,Telangana,1,1,0,0,1,0,0
"March 03, 2020",IN-KL,Kerala,3,0,3,0,0,1,0
"March 03, 2020",IN-DL,Delhi,1,1,0,0,1,0,0
"March 04, 2020",IN-UP,Uttar Pradesh,6,6,0,0,1,0,0
"March 04, 2020",IN-KL,Kerala,3,0,3,0,0,1,0
"March 04, 2020",IN-HR,Haryana,2,2,0,0,1,0,0
"March 04, 2020",IN-DL,Delhi,1,1,0,0,1,0,0
"March 04, 2020",IN-TG,Telangana,1,1,0,0,1,0,0
"March 04, 2020",IN-RJ,Rajasthan,15,15,0,0,1,0,0
"March 05, 2020",IN-DL,Delhi,2,2,0,0,1,0,0
"March 05, 2020",IN-HR,Haryana,2,2,0,0,1,0,0
"March 05, 2020",IN-KL,Kerala,3,0,3,0,0,1,0
"March 05, 2020",IN-RJ,Rajasthan,15,15,0,0,1,0,0
"March 05, 2020",IN-TG,Telangana,1,1,0,0,1,0,0
"March 05, 2020",IN-UP,Uttar Pradesh,7,7,0,0,1,0,0
"March 06, 2020",IN-DL,Delhi,3,3,0,0,1,0,0
"March 06, 2020",IN-HR,Haryana,2,2,0,0,1,0,0
"March 06, 2020",IN-KL,Kerala,3,0,3,0,0,1,0
"March 06, 2020",IN-RJ,Rajasthan,15,15,0,0,1,0,0
"March 06, 2020",IN-UP,Uttar Pradesh,7,7,0,0,1,0,0
"March 06, 2020",IN-TG,Telangana,1,1,0,0,1,0,0
"March 07, 2020",IN-KL,Kerala,3,0,3,0,0,1,0
"March 07, 2020",IN-UP,Uttar Pradesh,7,7,0,0,1,0,0
"March 07, 2020",IN-LA,Ladakh,2,2,0,0,1,0,0
"March 07, 2020",IN-TG,Telangana,1,1,0,0,1,0,0
"March 07, 2020",IN-TN,Tamil Nadu,1,1,0,0,1,0,0
"March 07, 2020",IN-DL,Delhi,3,3,0,0,1,0,0
"March 07, 2020",IN-HR,Haryana,2,2,0,0,1,0,0
"March 07, 2020",IN-RJ,Rajasthan,15,15,0,0,1,0,0
"March 08, 2020",IN-LA,Ladakh,2,2,0,0,1,0,0
"March 08, 2020",IN-TG,Telangana,1,1,0,0,1,0,0
"March 08, 2020",IN-TN,Tamil Nadu,1,1,0,0,1,0,0
"March 08, 2020",IN-RJ,Rajasthan,15,15,0,0,1,0,0
"March 08, 2020",IN-KL,Kerala,8,5,3,0,0.625,0.375,0
"March 08, 2020",IN-HR,Haryana,2,2,0,0,1,0,0
"March 08, 2020",IN-DL,Delhi,3,3,0,0,1,0,0
"March 08, 2020",IN-UP,Uttar Pradesh,7,7,0,0,1,0,0
"March 09, 2020",IN-LA,Ladakh,2,2,0,0,1,0,0
"March 09, 2020",IN-KA,Karnataka,1,1,0,0,1,0,0
"March 09, 2020",IN-KL,Kerala,9,6,3,0,0.666666667,0.333333333,0
"March 09, 2020",IN-MH,Maharashtra,2,2,0,0,1,0,0
"March 09, 2020",IN-PB,Punjab,1,1,0,0,1,0,0
"March 09, 2020",IN-RJ,Rajasthan,15,15,0,0,1,0,0
"March 09, 2020",IN-TN,Tamil Nadu,1,1,0,0,1,0,0
"March 09, 2020",IN-TG,Telangana,1,1,0,0,1,0,0
"March 09, 2020",IN-JK,Jammu and Kashmir,1,1,0,0,1,0,0
"March 09, 2020",IN-UP,Uttar Pradesh,7,7,0,0,1,0,0
"March 09, 2020",IN-HR,Haryana,2,2,0,0,1,0,0
"March 09, 2020",IN-DL,Delhi,4,4,0,0,1,0,0
"March 10, 2020",IN-UP,Uttar Pradesh,7,7,0,0,1,0,0
"March 10, 2020",IN-LA,Ladakh,2,2,0,0,1,0,0
"March 10, 2020",IN-DL,Delhi,4,4,0,0,1,0,0
"March 10, 2020",IN-HR,Haryana,2,2,0,0,1,0,0
"March 10, 2020",IN-KA,Karnataka,4,4,0,0,1,0,0
"March 10, 2020",IN-KL,Kerala,15,12,3,0,0.8,0.2,0
"March 10, 2020",IN-MH,Maharashtra,5,5,0,0,1,0,0
"March 10, 2020",IN-PB,Punjab,1,1,0,0,1,0,0
"March 10, 2020",IN-RJ,Rajasthan,15,15,0,0,1,0,0
"March 10, 2020",IN-TN,Tamil Nadu,1,1,0,0,1,0,0
"March 10, 2020",IN-TG,Telangana,1,1,0,0,1,0,0
"March 10, 2020",IN-JK,Jammu and Kashmir,1,1,0,0,1,0,0
"March 11, 2020",IN-MH,Maharashtra,2,2,0,0,1,0,0
"March 11, 2020",IN-DL,Delhi,5,5,0,0,1,0,0
"March 11, 2020",IN-HR,Haryana,14,14,0,0,1,0,0
"March 11, 2020",IN-KL,Kerala,17,14,3,0,0.823529412,0.176470588,0
"March 11, 2020",IN-RJ,Rajasthan,3,3,0,0,1,0,0
"March 11, 2020",IN-TG,Telangana,1,1,0,0,1,0,0
"March 11, 2020",IN-UP,Uttar Pradesh,9,9,0,0,1,0,0
"March 11, 2020",IN-LA,Ladakh,2,2,0,0,1,0,0
"March 11, 2020",IN-TN,Tamil Nadu,1,1,0,0,1,0,0
"March 11, 2020",IN-JK,Jammu and Kashmir,1,1,0,0,1,0,0
"March 11, 2020",IN-PB,Punjab,1,1,0,0,1,0,0
"March 11, 2020",IN-KA,Karnataka,4,4,0,0,1,0,0
"March 12, 2020",IN-DL,Delhi,6,6,0,0,1,0,0
"March 12, 2020",IN-HR,Haryana,14,14,0,0,1,0,0
"March 12, 2020",IN-KL,Kerala,17,14,3,0,0.823529412,0.176470588,0
"March 12, 2020",IN-RJ,Rajasthan,3,3,0,0,1,0,0
"March 12, 2020",IN-TG,Telangana,1,1,0,0,1,0,0
"March 12, 2020",IN-UP,Uttar Pradesh,11,11,0,0,1,0,0
"March 12, 2020",IN-LA,Ladakh,3,3,0,0,1,0,0
"March 12, 2020",IN-TN,Tamil Nadu,1,1,0,0,1,0,0
"March 12, 2020",IN-JK,Jammu and Kashmir,1,1,0,0,1,0,0
"March 12, 2020",IN-PB,Punjab,1,1,0,0,1,0,0
"March 12, 2020",IN-KA,Karnataka,4,4,0,0,1,0,0
"March 12, 2020",IN-MH,Maharashtra,11,11,0,0,1,0,0
"March 12, 2020",IN-AP,Andhra Pradesh,1,1,0,0,1,0,0
"March 13, 2020",IN-DL,Delhi,6,6,0,0,1,0,0
"March 13, 2020",IN-HR,Haryana,14,14,0,0,1,0,0
"March 13, 2020",IN-KL,Kerala,19,16,3,0,0.842105263,0.157894737,0
"March 13, 2020",IN-RJ,Rajasthan,3,3,0,0,1,0,0
"March 13, 2020",IN-TG,Telangana,1,1,0,0,1,0,0
"March 13, 2020",IN-UP,Uttar Pradesh,11,11,0,0,1,0,0
"March 13, 2020",IN-LA,Ladakh,3,3,0,0,1,0,0
"March 13, 2020",IN-TN,Tamil Nadu,1,1,0,0,1,0,0
"March 13, 2020",IN-JK,Jammu and Kashmir,1,1,0,0,1,0,0
"March 13, 2020",IN-PB,Punjab,1,1,0,0,1,0,0
"March 13, 2020",IN-KA,Karnataka,6,5,0,1,0.833333333,0,0.166666667
"March 13, 2020",IN-MH,Maharashtra,14,14,0,0,1,0,0
"March 13, 2020",IN-AP,Andhra Pradesh,1,1,0,0,1,0,0
"March 14, 2020",IN-DL,Delhi,7,5,1,1,0.714285714,0.142857143,0.142857143
"March 14, 2020",IN-HR,Haryana,14,14,0,0,1,0,0
"March 14, 2020",IN-KL,Kerala,19,16,3,0,0.842105263,0.157894737,0
"March 14, 2020",IN-RJ,Rajasthan,3,2,1,0,0.666666667,0.333333333,0
"March 14, 2020",IN-TG,Telangana,1,1,0,0,1,0,0
"March 14, 2020",IN-UP,Uttar Pradesh,12,7,5,0,0.583333333,0.416666667,0
"March 14, 2020",IN-LA,Ladakh,3,3,0,0,1,0,0
"March 14, 2020",IN-TN,Tamil Nadu,1,1,0,0,1,0,0
"March 14, 2020",IN-JK,Jammu and Kashmir,2,2,0,0,1,0,0
"March 14, 2020",IN-PB,Punjab,1,1,0,0,1,0,0
"March 14, 2020",IN-KA,Karnataka,6,5,0,1,0.833333333,0,0.166666667
"March 14, 2020",IN-MH,Maharashtra,14,14,0,0,1,0,0
"March 14, 2020",IN-AP,Andhra Pradesh,1,1,0,0,1,0,0
"March 15, 2020",IN-AP,Andhra Pradesh,1,1,0,0,1,0,0
"March 15, 2020",IN-DL,Delhi,7,4,2,1,0.571428571,0.285714286,0.142857143
"March 15, 2020",IN-HR,Haryana,14,14,0,0,1,0,0
"March 15, 2020",IN-KA,Karnataka,6,5,0,1,0.833333333,0,0.166666667
"March 15, 2020",IN-KL,Kerala,22,19,3,0,0.863636364,0.136363636,0
"March 15, 2020",IN-MH,Maharashtra,32,32,0,0,1,0,0
"March 15, 2020",IN-PB,Punjab,1,1,0,0,1,0,0
"March 15, 2020",IN-RJ,Rajasthan,4,1,3,0,0.25,0.75,0
"March 15, 2020",IN-TN,Tamil Nadu,1,1,0,0,1,0,0
"March 15, 2020",IN-TG,Telangana,3,2,1,0,0.666666667,0.333333333,0
"March 15, 2020",IN-JK,Jammu and Kashmir,2,2,0,0,1,0,0
"March 15, 2020",IN-LA,Ladakh,3,3,0,0,1,0,0
"March 15, 2020",IN-UP,Uttar Pradesh,13,9,4,0,0.692307692,0.307692308,0
"March 15, 2020",IN-UT,Uttarakhand,1,1,0,0,1,0,0
"March 16, 2020",IN-AP,Andhra Pradesh,1,1,0,0,1,0,0
"March 16, 2020",IN-DL,Delhi,7,4,2,1,0.571428571,0.285714286,0.142857143
"March 16, 2020",IN-HR,Haryana,14,14,0,0,1,0,0
"March 16, 2020",IN-KA,Karnataka,6,5,0,1,0.833333333,0,0.166666667
"March 16, 2020",IN-KL,Kerala,23,20,3,0,0.869565217,0.130434783,0
"March 16, 2020",IN-MH,Maharashtra,32,32,0,0,1,0,0
"March 16, 2020",IN-OR,Odisha,1,1,0,0,1,0,0
"March 16, 2020",IN-PB,Punjab,1,1,0,0,1,0,0
"March 16, 2020",IN-RJ,Rajasthan,4,1,3,0,0.25,0.75,0
"March 16, 2020",IN-TN,Tamil Nadu,1,1,0,0,1,0,0
"March 16, 2020",IN-TG,Telangana,3,2,1,0,0.666666667,0.333333333,0
"March 16, 2020",IN-JK,Jammu and Kashmir,3,3,0,0,1,0,0
"March 16, 2020",IN-LA,Ladakh,4,4,0,0,1,0,0
"March 16, 2020",IN-UP,Uttar Pradesh,13,9,4,0,0.692307692,0.307692308,0
"March 16, 2020",IN-UT,Uttarakhand,1,1,0,0,1,0,0
"March 17, 2020",IN-AP,Andhra Pradesh,1,1,0,0,1,0,0
"March 17, 2020",IN-DL,Delhi,8,5,2,1,0.625,0.25,0.125
"March 17, 2020",IN-HR,Haryana,15,15,0,0,1,0,0
"March 17, 2020",IN-KA,Karnataka,11,10,0,1,0.909090909,0,0.090909091
"March 17, 2020",IN-KL,Kerala,26,23,3,0,0.884615385,0.115384615,0
"March 17, 2020",IN-MH,Maharashtra,39,38,0,1,0.974358974,0,0.025641026
"March 17, 2020",IN-OR,Odisha,1,1,0,0,1,0,0
"March 17, 2020",IN-PB,Punjab,1,1,0,0,1,0,0
"March 17, 2020",IN-RJ,Rajasthan,4,1,3,0,0.25,0.75,0
"March 17, 2020",IN-TN,Tamil Nadu,1,1,0,0,1,0,0
"March 17, 2020",IN-TG,Telangana,5,4,1,0,0.8,0.2,0
"March 17, 2020",IN-JK,Jammu and Kashmir,3,3,0,0,1,0,0
"March 17, 2020",IN-LA,Ladakh,6,6,0,0,1,0,0
"March 17, 2020",IN-UP,Uttar Pradesh,15,10,5,0,0.666666667,0.333333333,0
"March 17, 2020",IN-UT,Uttarakhand,1,1,0,0,1,0,0
"March 18, 2020",IN-AP,Andhra Pradesh,1,1,0,0,1,0,0
"March 18, 2020",IN-DL,Delhi,10,7,2,1,0.7,0.2,0.1
"March 18, 2020",IN-HR,Haryana,17,17,0,0,1,0,0
"March 18, 2020",IN-KA,Karnataka,11,10,0,1,0.909090909,0,0.090909091
"March 18, 2020",IN-KL,Kerala,27,24,3,0,0.888888889,0.111111111,0
"March 18, 2020",IN-MH,Maharashtra,42,41,0,1,0.976190476,0,0.023809524
"March 18, 2020",IN-OR,Odisha,1,1,0,0,1,0,0
"March 18, 2020",IN-PY,Puducherry,1,1,0,0,1,0,0
"March 18, 2020",IN-PB,Punjab,1,1,0,0,1,0,0
"March 18, 2020",IN-RJ,Rajasthan,4,1,3,0,0.25,0.75,0
"March 18, 2020",IN-TN,Tamil Nadu,1,1,0,0,1,0,0
"March 18, 2020",IN-TG,Telangana,6,5,1,0,0.833333333,0.166666667,0
"March 18, 2020",IN-JK,Jammu and Kashmir,3,3,0,0,1,0,0
"March 18, 2020",IN-LA,Ladakh,8,8,0,0,1,0,0
"March 18, 2020",IN-UP,Uttar Pradesh,16,11,5,0,0.6875,0.3125,0
"March 18, 2020",IN-UT,Uttarakhand,1,1,0,0,1,0,0
"March 18, 2020",IN-WB,West Bengal,1,1,0,0,1,0,0
"March 19, 2020",IN-AP,Andhra Pradesh,2,2,0,0,1,0,0
"March 19, 2020",IN-CT,Chhattisgarh,1,1,0,0,1,0,0
"March 19, 2020",IN-DL,Delhi,12,8,3,1,0.666666667,0.25,0.083333333
"March 19, 2020",IN-HR,Haryana,17,17,0,0,1,0,0
"March 19, 2020",IN-KA,Karnataka,14,13,0,1,0.928571429,0,0.071428571
"March 19, 2020",IN-KL,Kerala,27,24,3,0,0.888888889,0.111111111,0
"March 19, 2020",IN-MH,Maharashtra,47,46,0,1,0.978723404,0,0.021276596
"March 19, 2020",IN-OR,Odisha,1,1,0,0,1,0,0
"March 19, 2020",IN-PY,Puducherry,1,1,0,0,1,0,0
"March 19, 2020",IN-PB,Punjab,2,1,0,1,0.5,0,0.5
"March 19, 2020",IN-RJ,Rajasthan,7,4,3,0,0.571428571,0.428571429,0
"March 19, 2020",IN-TN,Tamil Nadu,2,1,1,0,0.5,0.5,0
"March 19, 2020",IN-TG,Telangana,6,5,1,0,0.833333333,0.166666667,0
"March 19, 2020",IN-CH,Chandigarh,1,1,0,0,1,0,0
"March 19, 2020",IN-JK,Jammu and Kashmir,4,4,0,0,1,0,0
"March 19, 2020",IN-LA,Ladakh,8,8,0,0,1,0,0
"March 19, 2020",IN-UP,Uttar Pradesh,19,10,9,0,0.526315789,0.473684211,0
"March 19, 2020",IN-UT,Uttarakhand,1,1,0,0,1,0,0
"March 19, 2020",IN-WB,West Bengal,1,1,0,0,1,0,0
"March 20, 2020",IN-AP,Andhra Pradesh,3,3,0,0,1,0,0
"March 20, 2020",IN-CT,Chhattisgarh,1,1,0,0,1,0,0
"March 20, 2020",IN-DL,Delhi,17,11,5,1,0.647058824,0.294117647,0.058823529
"March 20, 2020",IN-GJ,Gujarat,5,5,0,0,1,0,0
"March 20, 2020",IN-HR,Haryana,17,17,0,0,1,0,0
"March 20, 2020",IN-KA,Karnataka,15,13,1,1,0.866666667,0.066666667,0.066666667
"March 20, 2020",IN-KL,Kerala,28,25,3,0,0.892857143,0.107142857,0
"March 20, 2020",IN-MH,Maharashtra,52,51,0,1,0.980769231,0,0.019230769
"March 20, 2020",IN-OR,Odisha,2,2,0,0,1,0,0
"March 20, 2020",IN-PY,Puducherry,1,1,0,0,1,0,0
"March 20, 2020",IN-PB,Punjab,2,1,0,1,0.5,0,0.5
"March 20, 2020",IN-RJ,Rajasthan,17,14,3,0,0.823529412,0.176470588,0
"March 20, 2020",IN-TN,Tamil Nadu,3,2,1,0,0.666666667,0.333333333,0
"March 20, 2020",IN-TG,Telangana,17,16,1,0,0.941176471,0.058823529,0
"March 20, 2020",IN-CH,Chandigarh,1,1,0,0,1,0,0
"March 20, 2020",IN-JK,Jammu and Kashmir,4,4,0,0,1,0,0
"March 20, 2020",IN-LA,Ladakh,10,10,0,0,1,0,0
"March 20, 2020",IN-UP,Uttar Pradesh,23,14,9,0,0.608695652,0.391304348,0
"March 20, 2020",IN-UT,Uttarakhand,3,3,0,0,1,0,0
"March 20, 2020",IN-WB,West Bengal,2,2,0,0,1,0,0
"March 21, 2020",IN-AP,Andhra Pradesh,3,3,0,0,1,0,0
"March 21, 2020",IN-CT,Chhattisgarh,1,1,0,0,1,0,0
"March 21, 2020",IN-DL,Delhi,26,20,5,1,0.769230769,0.192307692,0.038461538
"March 21, 2020",IN-GJ,Gujarat,7,7,0,0,1,0,0
"March 21, 2020",IN-HR,Haryana,17,17,0,0,1,0,0
"March 21, 2020",IN-HP,Himachal Pradesh,2,2,0,0,1,0,0
"March 21, 2020",IN-KA,Karnataka,15,13,1,1,0.866666667,0.066666667,0.066666667
"March 21, 2020",IN-KL,Kerala,40,37,3,0,0.925,0.075,0
"March 21, 2020",IN-MP,Madhya Pradesh,4,4,0,0,1,0,0
"March 21, 2020",IN-MH,Maharashtra,63,62,0,1,0.984126984,0,0.015873016
"March 21, 2020",IN-OR,Odisha,2,2,0,0,1,0,0
"March 21, 2020",IN-PY,Puducherry,1,1,0,0,1,0,0
"March 21, 2020",IN-PB,Punjab,13,12,0,1,0.923076923,0,0.076923077
"March 21, 2020",IN-RJ,Rajasthan,17,14,3,0,0.823529412,0.176470588,0
"March 21, 2020",IN-TN,Tamil Nadu,3,2,1,0,0.666666667,0.333333333,0
"March 21, 2020",IN-TG,Telangana,21,20,1,0,0.952380952,0.047619048,0
"March 21, 2020",IN-CH,Chandigarh,1,1,0,0,1,0,0
"March 21, 2020",IN-JK,Jammu and Kashmir,4,4,0,0,1,0,0
"March 21, 2020",IN-LA,Ladakh,13,13,0,0,1,0,0
"March 21, 2020",IN-UP,Uttar Pradesh,24,15,9,0,0.625,0.375,0
"March 21, 2020",IN-UT,Uttarakhand,3,3,0,0,1,0,0
"March 21, 2020",IN-WB,West Bengal,3,3,0,0,1,0,0
"March 22, 2020",IN-AP,Andhra Pradesh,5,5,0,0,1,0,0
"March 22, 2020",IN-BR,Bihar,2,1,0,1,0.5,0,0.5
"March 22, 2020",IN-CT,Chhattisgarh,1,1,0,0,1,0,0
"March 22, 2020",IN-DL,Delhi,29,23,5,1,0.793103448,0.172413793,0.034482759
"March 22, 2020",IN-GJ,Gujarat,18,17,0,1,0.944444444,0,0.055555556
"March 22, 2020",IN-HR,Haryana,21,21,0,0,1,0,0
"March 22, 2020",IN-HP,Himachal Pradesh,2,2,0,0,1,0,0
"March 22, 2020",IN-KA,Karnataka,26,23,2,1,0.884615385,0.076923077,0.038461538
"March 22, 2020",IN-KL,Kerala,52,49,3,0,0.942307692,0.057692308,0
"March 22, 2020",IN-MP,Madhya Pradesh,4,4,0,0,1,0,0
"March 22, 2020",IN-MH,Maharashtra,67,65,0,2,0.970149254,0,0.029850746
"March 22, 2020",IN-OR,Odisha,2,2,0,0,1,0,0
"March 22, 2020",IN-PY,Puducherry,1,1,0,0,1,0,0
"March 22, 2020",IN-PB,Punjab,21,20,0,1,0.952380952,0,0.047619048
"March 22, 2020",IN-RJ,Rajasthan,24,21,3,0,0.875,0.125,0
"March 22, 2020",IN-TN,Tamil Nadu,7,6,1,0,0.857142857,0.142857143,0
"March 22, 2020",IN-TG,Telangana,22,21,1,0,0.954545455,0.045454545,0
"March 22, 2020",IN-CH,Chandigarh,5,5,0,0,1,0,0
"March 22, 2020",IN-JK,Jammu and Kashmir,4,4,0,0,1,0,0
"March 22, 2020",IN-LA,Ladakh,13,13,0,0,1,0,0
"March 22, 2020",IN-UP,Uttar Pradesh,27,18,9,0,0.666666667,0.333333333,0
"March 22, 2020",IN-UT,Uttarakhand,3,3,0,0,1,0,0
"March 22, 2020",IN-WB,West Bengal,4,4,0,0,1,0,0
"March 23, 2020",IN-AP,Andhra Pradesh,7,7,0,0,1,0,0
"March 23, 2020",IN-BR,Bihar,2,1,0,1,0.5,0,0.5
"March 23, 2020",IN-CT,Chhattisgarh,1,1,0,0,1,0,0
"March 23, 2020",IN-DL,Delhi,29,23,5,1,0.793103448,0.172413793,0.034482759
"March 23, 2020",IN-GJ,Gujarat,29,28,0,1,0.965517241,0,0.034482759
"March 23, 2020",IN-HR,Haryana,26,26,0,0,1,0,0
"March 23, 2020",IN-HP,Himachal Pradesh,2,2,0,0,1,0,0
"March 23, 2020",IN-KA,Karnataka,33,30,2,1,0.909090909,0.060606061,0.03030303
"March 23, 2020",IN-KL,Kerala,67,64,3,0,0.955223881,0.044776119,0
"March 23, 2020",IN-MP,Madhya Pradesh,6,6,0,0,1,0,0
"March 23, 2020",IN-MH,Maharashtra,74,72,0,2,0.972972973,0,0.027027027
"March 23, 2020",IN-OR,Odisha,2,2,0,0,1,0,0
"March 23, 2020",IN-PY,Puducherry,1,1,0,0,1,0,0
"March 23, 2020",IN-PB,Punjab,21,20,0,1,0.952380952,0,0.047619048
"March 23, 2020",IN-RJ,Rajasthan,28,25,3,0,0.892857143,0.107142857,0
"March 23, 2020",IN-TN,Tamil Nadu,9,8,1,0,0.888888889,0.111111111,0
"March 23, 2020",IN-TG,Telangana,32,31,1,0,0.96875,0.03125,0
"March 23, 2020",IN-CH,Chandigarh,6,6,0,0,1,0,0
"March 23, 2020",IN-JK,Jammu and Kashmir,4,4,0,0,1,0,0
"March 23, 2020",IN-LA,Ladakh,13,13,0,0,1,0,0
"March 23, 2020",IN-UP,Uttar Pradesh,31,22,9,0,0.709677419,0.290322581,0
"March 23, 2020",IN-UT,Uttarakhand,3,3,0,0,1,0,0
"March 23, 2020",IN-WB,West Bengal,7,7,0,0,1,0,0
"March 24, 2020",IN-AP,Andhra Pradesh,8,8,0,0,1,0,0
"March 24, 2020",IN-BR,Bihar,3,2,0,1,0.666666667,0,0.333333333
"March 24, 2020",IN-CT,Chhattisgarh,1,1,0,0,1,0,0
"March 24, 2020",IN-DL,Delhi,30,23,6,1,0.766666667,0.2,0.033333333
"March 24, 2020",IN-GJ,Gujarat,33,32,0,1,0.96969697,0,0.03030303
"March 24, 2020",IN-HR,Haryana,28,17,11,0,0.607142857,0.392857143,0
"March 24, 2020",IN-HP,Himachal Pradesh,3,2,0,1,0.666666667,0,0.333333333
"March 24, 2020",IN-KA,Karnataka,37,33,3,1,0.891891892,0.081081081,0.027027027
"March 24, 2020",IN-KL,Kerala,95,91,4,0,0.957894737,0.042105263,0
"March 24, 2020",IN-MP,Madhya Pradesh,7,7,0,0,1,0,0
"March 24, 2020",IN-MH,Maharashtra,89,87,0,2,0.97752809,0,0.02247191
"March 24, 2020",IN-MN,Manipur,1,1,0,0,1,0,0
"March 24, 2020",IN-OR,Odisha,2,2,0,0,1,0,0
"March 24, 2020",IN-PY,Puducherry,1,1,0,0,1,0,0
"March 24, 2020",IN-PB,Punjab,29,28,0,1,0.965517241,0,0.034482759
"March 24, 2020",IN-RJ,Rajasthan,32,29,3,0,0.90625,0.09375,0
"March 24, 2020",IN-TN,Tamil Nadu,15,14,1,0,0.933333333,0.066666667,0
"March 24, 2020",IN-TG,Telangana,35,34,1,0,0.971428571,0.028571429,0
"March 24, 2020",IN-CH,Chandigarh,7,7,0,0,1,0,0
"March 24, 2020",IN-JK,Jammu and Kashmir,4,4,0,0,1,0,0
"March 24, 2020",IN-LA,Ladakh,13,13,0,0,1,0,0
"March 24, 2020",IN-UP,Uttar Pradesh,33,22,11,0,0.666666667,0.333333333,0
"March 24, 2020",IN-UT,Uttarakhand,4,4,0,0,1,0,0
"March 24, 2020",IN-WB,West Bengal,9,8,0,1,0.888888889,0,0.111111111
"March 25, 2020",IN-AP,Andhra Pradesh,9,8,1,0,0.888888889,0.111111111,0
"March 25, 2020",IN-BR,Bihar,4,3,0,1,0.75,0,0.25
"March 25, 2020",IN-CT,Chhattisgarh,1,1,0,0,1,0,0
"March 25, 2020",IN-DL,Delhi,31,24,6,1,0.774193548,0.193548387,0.032258065
"March 25, 2020",IN-GJ,Gujarat,38,37,0,1,0.973684211,0,0.026315789
"March 25, 2020",IN-HR,Haryana,28,17,11,0,0.607142857,0.392857143,0
"March 25, 2020",IN-HP,Himachal Pradesh,3,2,0,1,0.666666667,0,0.333333333
"March 25, 2020",IN-KA,Karnataka,41,37,3,1,0.902439024,0.073170732,0.024390244
"March 25, 2020",IN-KL,Kerala,109,105,4,0,0.963302752,0.036697248,0
"March 25, 2020",IN-MP,Madhya Pradesh,14,14,0,0,1,0,0
"March 25, 2020",IN-MH,Maharashtra,128,124,1,3,0.96875,0.0078125,0.0234375
"March 25, 2020",IN-MN,Manipur,1,1,0,0,1,0,0
"March 25, 2020",IN-MZ,Mizoram,1,1,0,0,1,0,0
"March 25, 2020",IN-OR,Odisha,2,2,0,0,1,0,0
"March 25, 2020",IN-PY,Puducherry,1,1,0,0,1,0,0
"March 25, 2020",IN-PB,Punjab,29,28,0,1,0.965517241,0,0.034482759
"March 25, 2020",IN-RJ,Rajasthan,36,33,3,0,0.916666667,0.083333333,0
"March 25, 2020",IN-TN,Tamil Nadu,18,17,1,0,0.944444444,0.055555556,0
"March 25, 2020",IN-TG,Telangana,35,34,1,0,0.971428571,0.028571429,0
"March 25, 2020",IN-CH,Chandigarh,7,7,0,0,1,0,0
"March 25, 2020",IN-JK,Jammu and Kashmir,7,6,1,0,0.857142857,0.142857143,0
"March 25, 2020",IN-LA,Ladakh,13,13,0,0,1,0,0
"March 25, 2020",IN-UP,Uttar Pradesh,37,26,11,0,0.702702703,0.297297297,0
